candidate_id,raw_id,source_id,title,candidate_asset_symbol,source_quality_score,text_quality_score,timeliness_score,duplicate_score,relevance_score,duplicate_count,overall_quality,grade,recommended_action,quality_flags
cand_00839,news:1033:7cd504b027b7d355,news:jin10,阿布扎比国家石油公司首席执行官：恢复到冲突前流量的80%至少需要4个月,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00841,news:1033:e01bd963f87a53a3,news:jin10,阿布扎比国家石油公司首席执行官：霍尔木兹海峡的关闭是有史以来最严重的供应中断,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00842,news:1033:225d2d7e15e27814,news:jin10,中国内地访日游客数量4月同比下降56.8%,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00844,news:1033:e5d893f849e9a059,news:jin10,上海黄金交易所黄金T+D 5月20日（周三）晚盘盘初上涨0.37%报987.7元/克；上海黄金交易所白银T+D 5月20…,,100,100,70,100,15,0,74.25,garbage,archive,"missing_source_lag,missing_asset,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00846,news:1033:788c98cdfba86a01,news:jin10,印尼自由港首席执行官：2026年阴极铜产量预计为8亿磅，黄金产量预计为70万盎司,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00847,news:1033:3c29a463ead76fe7,news:jin10,印尼自由港首席执行官：预计2027年铜阴极产量约为12亿磅，黄金产量为100万盎司,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00850,news:1033:dded0902cc6812a3,news:jin10,市场消息：泽连斯基办公室副主任帕利萨会见洛克希德·马丁公司代表,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00851,news:1033:6edde84247b5ba13,news:jin10,据伊朗电视台：韩国周三与伊朗伊斯兰革命卫队就穿越海峡进行了协调,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00853,2057189361398038557,webhook,"JUST IN: Sinkhole appears on runway at LaGuardia Airport, forcing the runway to immediately close.",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00855,news:1033:f7b1e51b891a434a,news:jin10,消息人士：美国展现有限灵活性 但不会在核要求和海峡问题上让步,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00857,2057188359424835745,webhook,"Trump announces 'final stages' of a peace deal.

✅ Oil reaches $106+ and Yields continue to rally.
✅ Monday started with",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00860,news:1033:2fcf83f1d9f3ae60,news:jin10,意大利总理梅洛尼：意大利将召见以色列大使，要求对发生的事件作出正式解释,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00861,news:1033:bc4795143c3f039f,news:jin10,意大利总理梅洛尼：以色列对船队活动人士的处理是不可接受的,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00867,news:1033:ecd8bde0fe429b95,news:jin10,德国外交部发言人：任何能够使俄罗斯继续对乌克兰发动冲突的事物也对德国安全构成威胁,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00868,2057185373487349953,webhook,"JUST IN: Virginia adults can legally possess cannabis, but still cannot legally buy it after Gov. Abigail Spanberger vet",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00869,2057185083002597710,webhook,A consistently bad trader is as good as a consistently good trader,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00871,2057184889867575735,webhook,lol,,100,50,70,40,20,1,54.0,garbage,archive,"short_title,thin_content,missing_source_lag,missing_asset,low_crypto_relevance,potential_duplicate"
cand_00874,news:1033:ec81d5d33adcad0d,news:jin10,赛意信息：拟8.33亿元采购高性能算力服务器,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00878,news:1033:860f2d6bf2639318,news:jin10,伊朗国际关系事务副代表库米：伊朗的重要成就之一是培养了有信仰、有担当的人,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00879,news:1033:107e72b221b8f8f7,news:jin10,俄罗斯副总理诺瓦克：全球市场无法在没有俄罗斯石油的情况下运作，这就是为什么一些国家正在解除限制,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00882,news:1033:81e92bd1548d2817,news:jin10,德国总理默茨：在工业人工智能的进步中，数据安全比数据隐私保护更为重要,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00883,news:1033:8584f43f51066d41,news:jin10,据伊朗塔斯尼姆通讯社：伊朗方面表示，在霍尔木兹海峡的入口处，违规和隐蔽的油轮已被识别并受到惩罚,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00887,news:1033:e0121946a4dfac19,news:jin10,据路透调查：13位经济学家中有10位预计以色列央行将降息25个基点至3.75%；3位预计按兵不动,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00892,news:1033:7a3d23e29d79523b,news:jin10,伊朗卫生部长：美国和以色列对伊朗医疗中心犯下了滔天罪行,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00894,2057180919350345965,webhook,"Bulls dial “P” for privacy, Bears dial “P” for poor. Choose wisely degen. https://t.co/5uC7j2qOT9",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00896,news:1033:810963028b990230,news:jin10,真主党：我们昨天与试图从拉沙夫镇向哈达萨推进的以色列部队交火，迫使其在遭受损失后撤退,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00897,2057180065536909521,webhook,JUST IN: Michael Bay to direct a movie about Operation Epic Fury &amp; the rescue mission that saved two U.S. airmen beh,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics"
cand_00899,2057179551344611792,webhook,🇨🇳 NEW: Chinese cities are rolling out AI-powered robot barber kiosks that scan customers in 3D and cut hair with millim,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00900,2057178824950092004,webhook,"Optimistic people tend to achieve their goals.
Pessimistic people usually live in jealousy.",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00906,2057176959822528809,webhook,"JUST IN: U.S. Transportation Department to provide another $200,000,000.00 to rebuild New York's Penn Station.",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00907,news:1033:261804cc260a007b,news:jin10,英国首相斯塔默：现有的对俄罗斯的制裁不会以任何方式被解除,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00908,news:1033:6b70e47b75e9bdaf,news:jin10,英国首相斯塔默：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00910,news:1033:335f0ced64a5e392,news:jin10,欧盟委员会主席冯德莱恩：俄罗斯和白俄罗斯应对无人机危及民众生命和安全的行为承担直接责任,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00912,news:1033:c3eec7d89a63445e,news:jin10,欧盟委员会主席冯德莱恩：俄罗斯对波罗的海国家的公开威胁完全不可接受,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00913,news:1033:981d8b0c784840e7,news:jin10,联合石油数据库JODI：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00915,2057174621380632829,webhook,Glassnode：630.4万枚BTC面临量子风险,BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00917,2057174529693135265,webhook,"JUST IN: Strive's $SATA is now estimated to have raised enough money to buy over 100 #Bitcoin today.

6 full trading day",BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00918,2057174325543809296,webhook,JUST IN: U.S. enlists biotech firm to deliver an experimental Ebola treatment.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00919,2057173330273173999,webhook,"🇺🇸 NEW: The US House passed a housing bill that would limit large investors from buying too many single-family homes, ai",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00920,news:1033:1ecf415d67238726,news:jin10,欧盟委员会发言人：欧盟仍然致力于对俄罗斯石油和天然气进口实施制裁，并重申不希望俄罗斯在冲突中获益,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00924,news:1033:039a07a679fcfbb0,news:jin10,伊朗最高领袖穆杰塔巴·哈梅内伊：伊朗人民的热情激励使得官员的责任更加沉重,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00927,news:1033:7f7f748419552172,news:jin10,伊朗外交部：外长阿拉格齐是否参加5月26日安理会会议尚未最终决定,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00928,2057170045415940580,webhook,"JUST IN: Acting U.S. Attorney General Blanche says Raul Castro will ""show up here by his own will or by another way.”",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00933,news:1033:b354f88649322baa,news:jin10,日本财务大臣片山皋月：巴西是一个资源丰富的国家，拥有石油和重要矿物等多种资源，我们决定列出清单来进行讨论,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00934,2057168183241343055,webhook,"Phenomenal post by @SergeyNazarov on the current state of Chainlink and the markets.

It makes me even more excited and",LINK,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00935,news:1033:564144c8428d611e,news:jin10,伊朗最高领袖穆杰塔巴·哈梅内伊：我们创造了伊朗民族在面对两个全球恐怖主义军队时所展现的抵抗史诗,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00936,2057167011164155927,webhook,The price of houses isn't going up; the USD is going down. #Bitcoin https://t.co/ZNxUJRKPdU,BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00937,news:1033:2844dd539697d5f8,news:jin10,据日本共同社：4月赴日外国游客数量同比下降5.5%至369万人，主要归因于中东冲突导致的航班停飞和减少,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00942,news:1033:98b89161d5aafa80,news:jin10,以色列军方：真主党正在用监测工具追踪我们在黎巴嫩南部的部队,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00943,2057164519797932038,webhook,"🚨 JUST IN: Donald Trump said the U.S. is in the “final stages” of negotiations with Iran, warning that “either we have a",,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics"
cand_00944,2057164164456468796,webhook,NEW: Trump announces his endorsements went 37-0 in yesterday’s primary races.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00947,news:1033:c4a8f59e72cac7e7,news:jin10,老铺黄金：控股股东徐东波增持1.66亿港元公司股份,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00948,2057162195826585758,webhook,"Humans built their money stack over decades. bank, card, exchange, ID. and now agents have the same thing on @0xPolygon.",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00951,news:1033:df82234915e41f94,news:jin10,据伊朗塔斯尼姆通讯社：一名伊朗军方消息人士称，最近对阿联酋的无人机袭击是由以色列实施的,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00952,2057161641746108902,webhook,"Iran will fight when necessary, negotiate where needed: @araghchi

https://t.co/KiNjvDeFYj https://t.co/v0U8gz3dFr",,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics"
cand_00953,news:1033:258e8afb89ec33ed,news:jin10,捷克外交部长：捷克不会允许欧盟对以色列实施任何进一步的贸易制裁,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00955,news:1033:883098a19b55db35,news:jin10,波兰总理图斯克：目前俄罗斯对波兰没有直接威胁,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00956,news:1033:613478a0a50735d0,news:jin10,伊朗在德黑兰逮捕一名与摩萨德有关联人员,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00957,news:1033:09ff426e8cf1fc4a,news:jin10,云南：力争到2027年全省算力规模达20Eflops,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00959,news:1033:d150108dc5bdbe87,news:jin10,波兰总理图斯克：俄罗斯在乌克兰的冲突可能导致我们需要采取坚定反应的局面,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00960,news:1033:1b5ab52899853fd2,news:jin10,匈牙利总理毛焦尔：希望我们能在6月与总统乌克兰总统泽连斯基会面,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00962,news:1033:d0f92c05d134c4d8,news:jin10,匈牙利总理毛焦尔：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00963,news:1033:e04f69361eea366b,news:jin10,市场消息：伊拉克总理指示跟进增加石油出口量和实现出口渠道多元化的问题,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00965,2057159775306326370,webhook,👑👑👑,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00966,2057159706683027832,webhook,JUST IN: 🇺🇸 US House passes bill to limit large investors from buying up single-family homes.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00967,news:1033:a56a32e35dc4f653,news:jin10,匈牙利总理毛焦尔：我们支持尽快在乌克兰实现持久停火,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00973,news:1033:5a8bd886a99064d5,news:jin10,据路透计算：得益于全球油价上涨，俄罗斯5月国家油气收入预计同比增长39%，达到7000亿卢布,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00974,news:1033:fd03f328ab3be761,news:jin10,伊朗议会否认卡利巴夫辞去谈判代表团团长职务,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00976,news:1033:ba0de131780f4134,news:jin10,市场消息：欧盟与乌克兰签署谅解备忘录，部分乌克兰贷款援助协议达成,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00981,2057156010037608639,webhook,👑👑👑,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00982,news:1033:bd9284cd1b78e676,news:jin10,据沙特媒体Alhadath：解散以色列议会的法案已通过初步审议，该法案以110票全票通过,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00983,2057155792952807516,webhook,NEW: Environmental group claims it tracked 36 Starbucks “recyclable” cups &amp; found none made it to recycling faciliti,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00988,2057154451404709928,webhook,"⚡️ BEZOS: “If I do my job right, the value to society from my companies will be much larger than the good I do through c",,100,100,70,40,20,1,66.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,potential_duplicate"
cand_00990,2057153647478509609,webhook,2001 and 2008 were completely financially nuts.  We are living in the simpler times https://t.co/TDM6sU7Au2,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00991,2057153266803155156,webhook,"NEW: Castro &amp; ""several other"" Cuban officials charged with conspiracy to kill U.S. nationals.",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00993,news:1033:65f20501a33ed50c,news:jin10,据伊朗伊斯兰共和国通讯社（IRNA）：外交消息人士表示，巴基斯坦内政部长已启程前往德黑兰，与伊朗官员会面,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00994,2057151987825975358,webhook,lol,,100,50,70,40,20,1,54.0,garbage,archive,"short_title,thin_content,missing_source_lag,missing_asset,low_crypto_relevance,potential_duplicate"
cand_00998,news:1033:714b6b5e49ca26cc,news:jin10,中国音像与数字出版协会围绕出版业人工智能技术应用情况开展专题调研,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01000,news:1033:7094b05a019884dc,news:jin10,据沙特媒体Alhadath：消息人士称，巴基斯坦内政部长将再次访问德黑兰,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01001,news:1033:95a6df3c35e4af0b,news:jin10,北约秘书长吕特：讨论确保对乌克兰的可持续长期支持,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01004,news:1033:4451b4c22efa0de9,news:jin10,伊朗革命卫队：霍尔木兹海峡这一战略水道的局势不可能回到以前的状态,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01013,news:1033:940f04d45c220c17,news:jin10,伊朗革命卫队：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01016,2057147655931715802,webhook,"Jeff Bezos is openly advocating for income tax to be abolished for the bottom 50% of Americans.

Great idea that would h",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01017,2057146897744249091,webhook,"Every Bond Market on Earth Is Breaking at Once. This Is 2008 x10
https://t.co/MIFvN3hcLY",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01018,news:1033:bc3920e040fb9c21,news:jin10,俄将延长对华免签,,100,70,70,100,0,0,63.0,garbage,archive,"short_title,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01020,2057146071349174556,webhook,It’s NostradamUS not NostradamU,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01021,news:1033:3dd0143e69ec98dc,news:jin10,伊朗：美国对我们的敌意始于1953年,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01023,2057144531758596572,webhook,"KOL @CryptoGodJohn bought $15.4K of $MANIFEST, and is up over 5x on the trade.

MANIFEST only has one tagged KOL in thei",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_01024,2057144507611930979,webhook,💀💀💀,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_01027,2057144293241020574,webhook,This is how NATO was created,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01030,2057144164564021475,webhook,🛳️🚢⛴️,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_01032,news:1033:7f32b68ce6636db1,news:jin10,据半岛电视台：以色列对黎巴嫩南部的雅赫默尔·沙基夫地区进行了炮击,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01037,2057141655363260808,webhook,JUST IN: Galaxy Digital Head of Firmwide Research tells Bloomberg the Clarity Act has a 75% chance of being signed into,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01038,news:1033:00386aaf1fd2211d,news:jin10,捷克总理巴比什：我们希望从以色列购买四套新型斯派德防空导弹系统,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01041,news:1033:0c6fc76446d31c2e,news:jin10,市场消息：欧盟委员会与乌克兰签署宏观金融援助谅解备忘录，为6月中旬发放32亿欧元的资金铺平了道路,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01058,2057136770701996084,webhook,"⚡️SGX FX TAPS CHAINLINK TO BRING OTC FX DATA ONCHAIN

SGX FX, a major technology partner for the global institutional FX",ETH,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_01061,2057135586280948114,webhook,"JUST IN: 🇺🇸 Former President Joe Biden's son Hunter is now selling artwork for Bitcoin, his website shows. https://t.co/",BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_01062,news:1033:ef2190cd530513ac,news:jin10,乌克兰军方：已袭击俄罗斯下诺夫哥罗德地区的石油精炼厂,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01067,2057134888591978694,webhook,JUST IN: UK says Russian jets “dangerously intercepted” a British surveillance plane over the Black Sea last month.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01072,news:1033:79c29f598d2bc5df,news:jin10,欧洲央行管委温施：债券抛售未影响对伊朗局势的判断,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01074,news:1033:5308793ba11df14a,news:jin10,乌克兰DTEK电力公司表示，俄罗斯在夜间袭击了其在敖德萨地区的能源设施,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01077,news:1033:b711f830b3338d99,news:jin10,阿联酋富查伊拉成品油库存十周来首增，但仍处历史低位附近,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01080,2057131760681709849,webhook,"Solutions we said were years away are landing now. the bottleneck on hard problems was always expertise and time, AI han",,100,70,70,100,65,0,79.25,potential,continue_classify,"spam_keyword,missing_source_lag,missing_asset"
cand_01083,news:1033:9cb053aba4bc9744,news:jin10,以军称未来数月人员短缺问题或将加剧,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_01085,2057130592639070364,webhook,"Bitcoin rejected at the 200-day MA.

The setup mirrors March 2022: a sharp bear market rally into the 200-day MA, follow",BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_01090,2057129223802798136,webhook,"🔥ELON MUSK SAYS BRAIN CHIPS COULD CREATE “JESUS-LEVEL” MIRACLES

In a new interview, Elon Musk says Brain-machine interf",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_01094,2057128518627238026,webhook,⛴️🚢🛳️,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_01096,2057127768891228285,webhook,"Pezeshkian @drpezeshkian issues message on 2nd martyrdom anniversary of President Raisi

https://t.co/ScisCdYc1S https:/",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_01097,2057127376157392966,webhook,".@mb_ghalibaf: Enemy will regret any renewed aggression against Iran

https://t.co/dsEVnhyt4L https://t.co/NRZsSZ8VZF",,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics"
cand_01100,news:1033:b0bb143cdb490d0e,news:jin10,印尼央行行长：我们将确保银行继续拥有充足的流动性以支持GDP增长,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_01101,2057126741013893399,webhook,https://t.co/FnoAp0JKOG,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
