item_id,source_file,response_type,line_number,section_heading,line_type,suggested_scope,recommendation_text,decision_status,decision_id,implementation_status,review_notes,content_sha256_16
claude_a1a4bf0409cf3fdb,results\v09_claude_tg_readability_review.md,next_consultation,555,Problem 2: You're conflating monitoring with alerting,bullet,unknown,**Decision: Are you building a dashboard (user pulls) or an alert system (system pushes)?**,pending,,not_started,,a1a4bf0409cf3fdb
claude_a54cab37272de1bb,results\v09_claude_tg_readability_review.md,next_consultation,558,Problem 2: You're conflating monitoring with alerting,sentence,tg,"If dashboard: Don't use Telegram, build a web view.",pending,,not_started,,a54cab37272de1bb
claude_d6116b8e10157e5e,results\v09_claude_tg_readability_review.md,next_consultation,583,"Problem 4: ""Intelligence"" requires synthesis, not aggregation",bullet,unknown,**Current output:** 4 separate line items in 4 sections,pending,,not_started,,d6116b8e10157e5e
claude_6414c9c504f3e343,results\v09_claude_tg_readability_review.md,next_consultation,599,Problem 5: You don't have an opinion,sentence,unknown,"Every message ends with ""不构成任何交易建议"" - fine, legally necessary.",pending,,not_started,,6414c9c504f3e343
claude_7c89887fefc6322d,results\v09_claude_tg_readability_review.md,next_consultation,604,Problem 5: You don't have an opinion,bullet,unknown,Should I watch this closely or just be aware?,pending,,not_started,,7c89887fefc6322d
claude_e999bcb2082f5cd8,results\v09_claude_tg_readability_review.md,next_consultation,665,"What ""good"" looks like:",bullet,unknown,One narrative vs. three separate sections,pending,,not_started,,e999bcb2082f5cd8
claude_3b4c9a63d1cc3a88,results\v10_claude_quant_collaboration_continuation.md,next_consultation,58,"Then evaluate at T+1h, T+4h, T+24h:",bullet,unknown,"If >12h, it's not actionable",pending,,not_started,,3b4c9a63d1cc3a88
claude_93ff9d0be9909653,results\v10_claude_quant_collaboration_continuation.md,next_consultation,99,"Then evaluate at T+1h, T+4h, T+24h:",bullet,qa,**Specific quality gates before sending alerts:**,pending,,not_started,,93ff9d0be9909653
claude_19a3a107c3c4d9d9,results\v10_claude_quant_collaboration_continuation.md,next_consultation,102,"Then evaluate at T+1h, T+4h, T+24h:",sentence,unknown,def should_send_alert(event):,pending,,not_started,,19a3a107c3c4d9d9
claude_85b30b9bfbb3e3d1,results\v10_claude_quant_collaboration_continuation.md,next_consultation,135,A. Do NOT build:,bullet,unknown,Dashboards are time sinks that don't improve signal quality,pending,,not_started,,85b30b9bfbb3e3d1
claude_8a134f117b08a584,results\v10_claude_quant_collaboration_continuation.md,next_consultation,144,A. Do NOT build:,bullet,data,You don't have labeled training data,pending,,not_started,,8a134f117b08a584
claude_f1e62619baacee94,results\v10_claude_quant_collaboration_continuation.md,next_consultation,145,A. Do NOT build:,bullet,unknown,You don't have enough historical evaluations,pending,,not_started,,f1e62619baacee94
claude_a47faba4d43c86df,results\v10_claude_quant_collaboration_continuation.md,next_consultation,160,A. Do NOT build:,bullet,unknown,Don't build a login system,pending,,not_started,,a47faba4d43c86df
claude_def742e807c75be0,results\v10_claude_quant_collaboration_continuation.md,next_consultation,164,A. Do NOT build:,bullet,unknown,Don't build internal tools that only you use,pending,,not_started,,def742e807c75be0
claude_fa09364dc6598aa1,results\v10_claude_quant_collaboration_continuation.md,next_consultation,187,B. Do NOT chase:,bullet,unknown,Quants don't care about narratives,pending,,not_started,,fa09364dc6598aa1
claude_d35a0df73c9be167,results\v10_claude_quant_collaboration_continuation.md,next_consultation,199,Week 1: Measurement Infrastructure,sentence,unknown,Priority: CRITICAL,pending,,not_started,,d35a0df73c9be167
claude_1f12243abc08aa0e,results\v10_claude_quant_collaboration_continuation.md,next_consultation,214,Week 1: Measurement Infrastructure,bullet,unknown,"By end of Day 2, you should receive a daily quality report showing hit rates",pending,,not_started,,1f12243abc08aa0e
claude_732551986dc3ea20,results\v10_claude_quant_collaboration_continuation.md,next_consultation,235,Week 1: Measurement Infrastructure,bullet,unknown,Alert volume should drop by 30-50%,pending,,not_started,,732551986dc3ea20
claude_237e62c883583341,results\v10_claude_quant_collaboration_continuation.md,next_consultation,236,Week 1: Measurement Infrastructure,bullet,unknown,Hit rate should improve by 10-15 percentage points,pending,,not_started,,237e62c883583341
claude_e9f68473049e5022,results\v10_claude_quant_collaboration_continuation.md,next_consultation,261,Week 2: Refinement + Quant Collaboration,sentence,unknown,Priority: CRITICAL,pending,,not_started,,e9f68473049e5022
claude_300f8a87b94fdb0d,results\v10_claude_quant_collaboration_continuation.md,next_consultation,304,Week 2: Refinement + Quant Collaboration,bullet,qa,How to investigate alert quality drops,pending,,not_started,,300f8a87b94fdb0d
claude_9e2b7eeb53c21213,results\v10_claude_quant_collaboration_continuation.md,next_consultation,346,Pre-meeting: Data package to send,bullet,unknown,**README.md should include:**,pending,,not_started,,9e2b7eeb53c21213
claude_29a8b042c8949243,results\v10_claude_quant_collaboration_continuation.md,next_consultation,373,Meeting agenda (2 hours),bullet,unknown,"""Which are noise and we should stop tracking?""",pending,,not_started,,29a8b042c8949243
claude_cde7874ee2eaba83,results\v10_claude_quant_collaboration_continuation.md,next_consultation,377,Meeting agenda (2 hours),bullet,unknown,"""Is 24h horizon too long? Should we focus on 1h or 4h?""",pending,,not_started,,cde7874ee2eaba83
claude_a057c698f91fbaa5,results\v10_claude_quant_collaboration_continuation.md,next_consultation,391,Meeting agenda (2 hours),bullet,unknown,**Part 3: Action items (30 min)**,pending,,not_started,,a057c698f91fbaa5
claude_8db27ae5b364dcdb,results\v10_claude_quant_collaboration_continuation.md,next_consultation,405,Meeting agenda (2 hours),bullet,unknown,What specific improvements should you prioritize?,pending,,not_started,,8db27ae5b364dcdb
claude_1b8a7c8ee6c7bd55,results\v10_claude_quant_collaboration_continuation.md,next_consultation,419,Post-meeting: Follow-up email,sentence,unknown,Subject: Crypto Event Intelligence - Action Items,pending,,not_started,,1b8a7c8ee6c7bd55
claude_1b2d259aa7ef81be,results\v10_claude_quant_collaboration_continuation.md,next_consultation,436,Post-meeting: Follow-up email,sentence,unknown,Action Items (Me):,pending,,not_started,,1b2d259aa7ef81be
claude_54a8d502a234e294,results\v10_claude_quant_collaboration_continuation.md,next_consultation,441,Post-meeting: Follow-up email,sentence,unknown,Action Items (You):,pending,,not_started,,54a8d502a234e294
claude_68ca34183f1c251d,results\v10_claude_quant_collaboration_continuation.md,next_consultation,485,A. Data Quality Risks (HIGH PRIORITY),bullet,backtest,Test on out-of-sample data (don't backtest on same period you developed on),pending,,not_started,,68ca34183f1c251d
claude_890bde94879e8041,results\v10_claude_quant_collaboration_continuation.md,next_consultation,490,B. Product Risks (HIGH PRIORITY),bullet,product,"**Problem:** You find alerts interesting, but they're not actionable for quants",pending,,not_started,,890bde94879e8041
claude_b04e8faa09dd3761,results\v10_claude_quant_collaboration_continuation.md,next_consultation,499,B. Product Risks (HIGH PRIORITY),bullet,product,Ruthlessly cut alerts that don't lead to action,pending,,not_started,,b04e8faa09dd3761
claude_e05f02c4fb8235bf,results\v10_claude_quant_collaboration_continuation.md,next_consultation,514,B. Product Risks (HIGH PRIORITY),bullet,product,**Problem:** You don't know if alerts are useful because you're not measuring,pending,,not_started,,e05f02c4fb8235bf
claude_cf8434451061b8ca,results\v10_claude_quant_collaboration_continuation.md,next_consultation,527,C. Technical Risks (MEDIUM PRIORITY),bullet,unknown,**Problem:** System breaks and you don't notice for hours/days,pending,,not_started,,cf8434451061b8ca
claude_98e0fed4ccab9aaf,results\v10_claude_quant_collaboration_continuation.md,next_consultation,545,C. Technical Risks (MEDIUM PRIORITY),bullet,unknown,"Don't optimize prematurely, but know your limits",pending,,not_started,,98e0fed4ccab9aaf
claude_bedbf06bcada0e45,results\v10_claude_quant_collaboration_continuation.md,next_consultation,547,C. Technical Risks (MEDIUM PRIORITY),bullet,qa,"Set alerts: if runtime >5min, investigate",pending,,not_started,,bedbf06bcada0e45
claude_46da726c5b76b5d9,results\v10_claude_quant_collaboration_continuation.md,next_consultation,558,C. Technical Risks (MEDIUM PRIORITY),bullet,product,Don't depend on sketchy free APIs for production,pending,,not_started,,46da726c5b76b5d9
claude_bdb2864051a79a5b,results\v10_claude_quant_collaboration_continuation.md,next_consultation,584,D. Business/Collaboration Risks (MEDIUM PRIORITY),bullet,asset_attribution,"Ship weekly: Every week, something should get measurably better",pending,,not_started,,bdb2864051a79a5b
claude_2cb035357fc9f50a,results\v10_claude_quant_collaboration_continuation.md,next_consultation,625,Final Blunt Recommendations,bullet,unknown,**Don't do these until you've done the above:**,pending,,not_started,,2cb035357fc9f50a
claude_701494ab157067fc,results\v10_claude_quant_collaboration_continuation.md,next_consultation,639,Final Blunt Recommendations,sentence,unknown,Everything else is distraction.,pending,,not_started,,701494ab157067fc
claude_c572575e95269d37,results\v10_claude_quant_collaboration_plan.md,next_consultation,14,What is fundamentally RIGHT:,bullet,product,"**You're not building a signal service.** This is the single most important decision. You've avoided the graveyard where 99% of crypto ""alpha"" products die.",pending,,not_started,,c572575e95269d37
claude_4b53bf69bb509b31,results\v10_claude_quant_collaboration_plan.md,next_consultation,18,What is fundamentally RIGHT:,bullet,data,**Provenance tracking.** You care about event-time vs source-time. Most systems don't.,pending,,not_started,,4b53bf69bb509b31
claude_12e156732d035136,results\v10_claude_quant_collaboration_plan.md,next_consultation,35,What is fundamentally WEAK:,sentence,tg,"You're publishing ""intelligence"" but you don't know:",pending,,not_started,,12e156732d035136
claude_63c42651391a8760,results\v10_claude_quant_collaboration_plan.md,next_consultation,36,What is fundamentally WEAK:,bullet,unknown,What decision does this intelligence inform?,pending,,not_started,,63c42651391a8760
claude_7e4ee54bc5fcefcf,results\v10_claude_quant_collaboration_plan.md,next_consultation,40,What is fundamentally WEAK:,sentence,product,"The user feedback you quoted is about *format* (too thin, too repetitive), not *value*. That's a red flag. It means users are evaluating your product like a news feed, not like decision support.",pending,,not_started,,7e4ee54bc5fcefcf
claude_42ec8ac397988272,results\v10_claude_quant_collaboration_plan.md,next_consultation,66,30 Days: **Stop Adding Features. Start Measuring Value.**,bullet,unknown,**Goal:** Define one testable hypothesis about one event type for one user decision.,pending,,not_started,,42ec8ac397988272
claude_385fc13630d72fdf,results\v10_claude_quant_collaboration_plan.md,next_consultation,70,30 Days: **Stop Adding Features. Start Measuring Value.**,bullet,asset_attribution,"Define ONE user decision it should inform (e.g., ""increase ETH exposure in next 4 hours"").",pending,,not_started,,385fc13630d72fdf
claude_0a9fb39c41c0d280,results\v10_claude_quant_collaboration_plan.md,next_consultation,108,90 Days: **Product-Market Fit Test.**,bullet,product,**Goal:** Users can articulate specific decisions they make differently because of your feed.,pending,,not_started,,0a9fb39c41c0d280
claude_528ec79d0820449e,results\v10_claude_quant_collaboration_plan.md,next_consultation,114,90 Days: **Product-Market Fit Test.**,bullet,product,"Decision: Scale distribution, or pivot to pure research product.",pending,,not_started,,528ec79d0820449e
claude_25f59db455bc856e,results\v10_claude_quant_collaboration_plan.md,next_consultation,122,90 Days: **Product-Market Fit Test.**,bullet,product,"Anything that distracts from the core question: ""Are we providing decision-useful intelligence?""",pending,,not_started,,25f59db455bc856e
claude_4bc99caa96c88389,results\v10_claude_quant_collaboration_plan.md,next_consultation,179,Priority 3: **Regime Filter**,bullet,unknown,Outcome analysis split by regime.,pending,,not_started,,4bc99caa96c88389
claude_8e6d3b8880a62334,results\v10_claude_quant_collaboration_plan.md,next_consultation,219,WORTH ADDING (after you've validated existing sources):,bullet,data,**Crypto Twitter engagement spikes** — but only for specific accounts with historical predictive power. Do NOT try to analyze general sentiment. It's noise.,pending,,not_started,,8e6d3b8880a62334
claude_49a45a417581e6d3,results\v10_claude_quant_collaboration_plan.md,next_consultation,226,DISTRACTIONS (do not add):,bullet,asset_attribution,"**Macro economic data** — crypto doesn't react to CPI/NFP on predictable timescales. Maybe BTC does over days, but not actionable for your use case.",pending,,not_started,,49a45a417581e6d3
claude_a82a406fe2e858d3,results\v10_claude_quant_collaboration_plan.md,next_consultation,237,The Test:,sentence,unknown,"If no to any of these, it's a distraction.",pending,,not_started,,a82a406fe2e858d3
claude_75adab4dff1cf034,results\v10_claude_quant_collaboration_plan.md,next_consultation,255,Concrete Implementation:,sentence,tg,Every Telegram message should correspond to a structured event in your database.,pending,,not_started,,75adab4dff1cf034
claude_858e6b11b21b9679,results\v10_claude_quant_collaboration_plan.md,next_consultation,318,What NOT to Do:,bullet,unknown,"**Don't ask users to rate each message.** They won't, and if they do, ratings will be based on entertainment value, not decision usefulness.",pending,,not_started,,858e6b11b21b9679
claude_03bfa8453c0e2331,results\v10_claude_quant_collaboration_plan.md,next_consultation,319,What NOT to Do:,bullet,unknown,"**Don't track engagement metrics** (views, clicks). These measure attention, not value.",pending,,not_started,,03bfa8453c0e2331
claude_0038c07ebd2840ea,results\v10_claude_quant_collaboration_plan.md,next_consultation,320,What NOT to Do:,bullet,unknown,"**Don't run surveys asking ""is this useful?""** Users don't know. They'll say yes to be polite.",pending,,not_started,,0038c07ebd2840ea
claude_fc5ee9f7720628f2,results\v10_claude_quant_collaboration_plan.md,next_consultation,332,The Solution:,bullet,unknown,"**Event features should be specific, measurable, and hypothesis-driven.**",pending,,not_started,,fc5ee9f7720628f2
claude_3b25b35ae78155f1,results\v10_claude_quant_collaboration_plan.md,next_consultation,376,Key Principles:,bullet,unknown,**1. Event types should be mutually exclusive and collectively exhaustive (MECE).**,pending,,not_started,,3b25b35ae78155f1
claude_54d48faf44dcb84a,results\v10_claude_quant_collaboration_plan.md,next_consultation,381,Key Principles:,bullet,unknown,"""large transaction""",pending,,not_started,,54d48faf44dcb84a
claude_8a342a9edbb93170,results\v10_claude_quant_collaboration_plan.md,next_consultation,391,Key Principles:,bullet,unknown,**2. Magnitude should be normalized.**,pending,,not_started,,8a342a9edbb93170
claude_7ff8974845271399,results\v10_claude_quant_collaboration_plan.md,next_consultation,400,Key Principles:,bullet,unknown,"**3. Context features should be pre-defined, not post-hoc.**",pending,,not_started,,7ff8974845271399
claude_26453038a3ab73ab,results\v10_claude_quant_collaboration_plan.md,next_consultation,402,Key Principles:,sentence,unknown,Don't add features after you see the outcome. That's data snooping.,pending,,not_started,,26453038a3ab73ab
claude_35c4ec8dab28228b,results\v10_claude_quant_collaboration_plan.md,next_consultation,406,Key Principles:,bullet,unknown,**4. Separate event occurrence from event discovery.**,pending,,not_started,,35c4ec8dab28228b
claude_bc1db879caa80089,results\v10_claude_quant_collaboration_plan.md,next_consultation,438,Regime Filter,sentence,backtest,Then split backtests by regime:,pending,,not_started,,bc1db879caa80089
claude_f6b93c598225c40e,results\v10_claude_quant_collaboration_plan.md,next_consultation,446,Regime Filter,bullet,unknown,**Don't over-complicate.** You don't need 10 regime dimensions. Start with vol + trend.,pending,,not_started,,f6b93c598225c40e
claude_03984b95835f29b9,results\v10_claude_quant_collaboration_plan.md,next_consultation,465,Flag as priced-in if moved >2% or >1 std dev,sentence,unknown,"Then exclude priced-in events from ""actionable"" category, or analyze separately.",pending,,not_started,,03984b95835f29b9
claude_c0d71278147dcdcd,results\v10_claude_quant_collaboration_plan.md,next_consultation,523,BTC/ETH Pollution,bullet,asset_attribution,**Option 1:** Separate analysis for BTC events vs altcoin events.,pending,,not_started,,c0d71278147dcdcd
claude_fe855c702b959066,results\v10_claude_quant_collaboration_plan.md,next_consultation,552,Brutal Truth:,bullet,taxonomy,**You should use almost zero AI classification right now.**,pending,,not_started,,fe855c702b959066
claude_2319ccaa80bf98c1,results\v10_claude_quant_collaboration_plan.md,next_consultation,556,Why:,numbered,data,"**You don't have labeled training data.** AI needs ground truth. What's your ground truth? ""Events that led to positive returns""? That's outcome-based labeling, which creates look-ahead bias.",pending,,not_started,,2319ccaa80bf98c1
claude_0c6ae6835590ab69,results\v10_claude_quant_collaboration_plan.md,next_consultation,558,Why:,numbered,unknown,**You don't have enough data.** You admit sample counts are low. AI needs hundreds or thousands of examples per class. You have dozens.,pending,,not_started,,0c6ae6835590ab69
claude_5efa7fa19ddac2de,results\v10_claude_quant_collaboration_plan.md,next_consultation,574,When to Use AI:,bullet,unknown,**Do NOT use AI for:**,pending,,not_started,,5efa7fa19ddac2de
claude_d2014d014c4d0269,results\v10_claude_quant_collaboration_plan.md,next_consultation,618,If You Ignore My Advice and Use AI Anyway:,sentence,unknown,"For summarization, GPT-3.5-turbo or Claude Haiku is fine. Don't use GPT-4.",pending,,not_started,,d2014d014c4d0269
claude_08cbb0bd5bf673a0,results\v10_claude_quant_collaboration_plan.md,next_consultation,622,If You Ignore My Advice and Use AI Anyway:,sentence,unknown,"Don't call the API for every event in real-time. Batch 10-100 events, send one request.",pending,,not_started,,08cbb0bd5bf673a0
claude_644b72d0cb781104,results\v10_claude_quant_collaboration_plan.md,next_consultation,626,If You Ignore My Advice and Use AI Anyway:,sentence,unknown,"If you've already summarized an event, don't summarize it again.",pending,,not_started,,644b72d0cb781104
claude_9744e986f222e1d8,results\v10_claude_quant_collaboration_plan.md,next_consultation,659,... etc,sentence,unknown,Only use AI for edge cases that don't fit templates.,pending,,not_started,,9744e986f222e1d8
claude_25e848d1c58c42ff,results\v10_claude_quant_collaboration_plan.md,next_consultation,688,What Quants Are NOT Good At:,numbered,tg,**Product decisions.** They won't tell you what to publish to Telegram. That's your job.,pending,,not_started,,25e848d1c58c42ff
claude_caccb5ae52d80fb7,results\v10_claude_quant_collaboration_plan.md,next_consultation,704,Realistic Collaboration Model:,bullet,unknown,"Recommendations (which event types to focus on, which to drop).",pending,,not_started,,caccb5ae52d80fb7
claude_99c339ddfb50d51e,results\v10_claude_quant_collaboration_plan.md,next_consultation,741,Questions to Ask:,bullet,unknown,"""How should we normalize event magnitude?""",pending,,not_started,,99c339ddfb50d51e
claude_698ff7073c85af24,results\v10_claude_quant_collaboration_plan.md,next_consultation,742,Questions to Ask:,bullet,backtest,"""How should we calculate abnormal returns?""",pending,,not_started,,698ff7073c85af24
claude_c5d9d7a0ab5183f3,results\v10_claude_quant_collaboration_plan.md,next_consultation,750,Questions to Ask:,bullet,unknown,"""What's the right train/test split?""",pending,,not_started,,c5d9d7a0ab5183f3
claude_9a8188661176b36b,results\v10_claude_quant_collaboration_plan.md,next_consultation,759,Questions to Ask:,bullet,unknown,"""How often should we sync?""",pending,,not_started,,9a8188661176b36b
claude_7c39ead77f79e6d7,results\v10_claude_quant_collaboration_plan.md,next_consultation,854,The Problem:,sentence,unknown,"Users are bad at evaluating decision-support tools. They'll say ""this is great!"" because it's interesting, not because it's useful.",pending,,not_started,,7c39ead77f79e6d7
claude_c4bf962e523d989b,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,30,错位三：把 LLM 用在了不该用的地方（中等）,bullet,unknown,但 LLM 不应该用来**掩盖你没有统计结论**,pending,,not_started,,c4bf962e523d989b
claude_3a8fa16fd6f3c368,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,31,错位三：把 LLM 用在了不该用的地方（中等）,bullet,unknown,LLM 应该用在：格式转换、多语言、字段提取、异常检测的自然语言描述,pending,,not_started,,3a8fa16fd6f3c368
claude_84e36567761df91c,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,32,错位三：把 LLM 用在了不该用的地方（中等）,bullet,unknown,"LLM 不应该用在：生成""需要结合资金费率判断""这种废话",pending,,not_started,,84e36567761df91c
claude_e70a23f860229f6a,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,46,1.2 是否过早做了 Telegram 产品层？,bullet,tg,"现在的 TG 群应该是""实验组""，不是""正式产品""",pending,,not_started,,e70a23f860229f6a
claude_c9b931c13ef875ec,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,55,1.3 是否应该重构成 Source Adapter / Normalizer / Composer / Router / Publisher / Archivist / Evaluator？,table_row,tg,模块 | 优先级 | 原因 | 当前状态 | 建议,pending,,not_started,,c9b931c13ef875ec
claude_263a003a20722eb5,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,61,1.3 是否应该重构成 Source Adapter / Normalizer / Composer / Router / Publisher / Archivist / Evaluator？,table_row,tg,Router | P1 | 决定发不发、发哪里 | 规则简陋 | 下一版重构,pending,,not_started,,263a003a20722eb5
claude_4a1cad39cc3a8192,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,109,2.1 daily_stock_analysis 值得学的,table_row,unknown,特性 | 为什么值得学 | 如何借鉴 | 优先级,pending,,not_started,,4a1cad39cc3a8192
claude_77be926dc9391e65,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,111,2.1 daily_stock_analysis 值得学的,table_row,data,**数据源配置层** | 它有 `config/sources.yaml`，每个源有 enable/priority/cost | 做 `source_registry.csv` | P0,pending,,not_started,,77be926dc9391e65
claude_6fc25e759c340e5e,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,112,2.1 daily_stock_analysis 值得学的,table_row,unknown,**多模型路由** | 它根据任务类型选模型（GPT-4/Claude/本地） | 做 `llm_router.py`，快讯用 Haiku，深度分析用 Sonnet | P1,pending,,not_started,,6fc25e759c340e5e
claude_52137b7057df6cf9,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,121,2.2 daily_stock_analysis 不该学的,table_row,unknown,**买卖建议** | 你明确说了不做交易建议，这是红线,pending,,not_started,,52137b7057df6cf9
claude_312c516bb02aef2a,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,122,2.2 daily_stock_analysis 不该学的,table_row,unknown,**决策面板** | 它是给个人投资者用的，你是给量化研究员用的，需求不同,pending,,not_started,,312c516bb02aef2a
claude_fefb66d634269e6f,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,124,2.2 daily_stock_analysis 不该学的,table_row,backtest,**技术指标计算** | 它做 MACD/RSI，你不应该在情报系统里做，应该在回测层做,pending,,not_started,,fefb66d634269e6f
claude_f1a44ef103c749b6,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,128,2.3 fin-thread 值得学的,table_row,unknown,特性 | 为什么值得学 | 如何借鉴 | 优先级,pending,,not_started,,f1a44ef103c749b6
claude_a190a40b562fc37b,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,132,2.3 fin-thread 值得学的,table_row,unknown,**Job 调度** | 它用 cron + 状态机管理周期任务 | 你现在是脚本，应该升级成 job 系统 | P1,pending,,not_started,,a190a40b562fc37b
claude_8e29224b1e96e3d9,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,140,2.4 fin-thread 不该学的,table_row,backtest,**无回测** | 它没有效果评估，你必须有,pending,,not_started,,8e29224b1e96e3d9
claude_2cd7f80cb526c2da,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,154,2.5 Skill Prompt 思路值得学的,numbered,unknown,**crypto-event-router**,pending,,not_started,,2cd7f80cb526c2da
claude_28d3fff3f65e18a9,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,156,2.5 Skill Prompt 思路值得学的,bullet,unknown,"输出：`{route: interrupt/board/archive/discard, reason}`",pending,,not_started,,28d3fff3f65e18a9
claude_d0f53ad08d7bb067,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,181,3.1 不要照搬 daily_stock_analysis 的交易决策层,bullet,product,"它的目标用户是散户，需要""买入/卖出/持有""建议",pending,,not_started,,d0f53ad08d7bb067
claude_59dec793e3772c8f,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,183,3.1 不要照搬 daily_stock_analysis 的交易决策层,bullet,unknown,"如果你做了交易建议，就变成了""荐股""，有合规风险",pending,,not_started,,59dec793e3772c8f
claude_d995c6a31ca59d98,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,249,4.1 架构图,sentence,unknown,│ Decision Layer (P1) │,pending,,not_started,,d995c6a31ca59d98
claude_66bca0a52646bca6,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,360,5.3 TG 卡片设计,sentence,tg,⚠️ 注意：这是历史统计，不是交易建议,pending,,not_started,,66bca0a52646bca6
claude_6b1da74d159f9610,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,511,7.1 LLM 应该用在哪里,bullet,unknown,**不应该用的地方（浪费钱或有害）：**,pending,,not_started,,6b1da74d159f9610
claude_96c4c1ebeb6876c5,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,513,7.1 LLM 应该用在哪里,table_row,unknown,任务 | 为什么不该用 LLM | 应该用什么,pending,,not_started,,96c4c1ebeb6876c5
claude_390bc9e3861180e4,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,517,7.1 LLM 应该用在哪里,table_row,unknown,"**生成交易建议** | LLM 会胡说,有合规风险 | 不做",pending,,not_started,,390bc9e3861180e4
claude_977129747a9628f6,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,533,llm_router.py,sentence,unknown,"def route_llm_task(task_type, text_length):",pending,,not_started,,977129747a9628f6
claude_6726d180cbe36085,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,534,llm_router.py,sentence,unknown,"if task_type == ""event_extraction"" and text_length < 500:",pending,,not_started,,6726d180cbe36085
claude_6f2f7b3dfa9d9911,results\v11_claude_external_reference_upgrade_plan.md,next_consultation,548,llm_budget_tracker.csv,sentence,data,"2024-01-15, event_extraction, haiku, 1200000, 0.30, 5.00, 4.70",pending,,not_started,,6f2f7b3dfa9d9911
claude_2381a8a2cdbfc100,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,14,8.1 `daily_stock_analysis` 部署价值判断,bullet,unknown,**不建议真实部署，但建议本地运行 3 天观察**,pending,,not_started,,2381a8a2cdbfc100
claude_ef5041f42d91a6de,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,38,8.2 `fin-thread` 部署价值判断,bullet,unknown,**建议部署 7 天，作为对照组**,pending,,not_started,,ef5041f42d91a6de
claude_6f6ecc8c49b68f80,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,78,8.3 应该读的文件和提炼的设计,numbered,unknown,**LLM 调用封装：** 超时、重试、降级策略,pending,,not_started,,6f6ecc8c49b68f80
claude_6343d9b43992da1f,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,86,8.3 应该读的文件和提炼的设计,sentence,unknown,notification.py # 推送策略（频率控制、优先级）,pending,,not_started,,6343d9b43992da1f
claude_5bdda41186678128,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,93,8.3 应该读的文件和提炼的设计,numbered,unknown,**推送频率控制：** 如何避免刷屏（时间窗口、优先级队列）,pending,,not_started,,5bdda41186678128
claude_0cf0d5d1558a3fa7,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,154,任务 2：实现事件去重和缓存机制,bullet,product,这是用户体验的核心，必须在第一版就做好,pending,,not_started,,0cf0d5d1558a3fa7
claude_392e00422d5feb1f,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,178,任务 3：设计事件评分模型 v0.1,bullet,unknown,v0.1 不求完美，但必须可解释、可调整,pending,,not_started,,392e00422d5feb1f
claude_e1852bacddcb09ac,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,280,任务 7：设计推送频率控制策略,bullet,macro_policy,`config/notification_policy.yaml`（推送策略配置）,pending,,not_started,,e1852bacddcb09ac
claude_5701894ffb5719c9,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,286,任务 7：设计推送频率控制策略,bullet,unknown,"支持""优先级队列""（高优先级事件可突破限流）",pending,,not_started,,5701894ffb5719c9
claude_007563fa53497ee0,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,336,任务 9：搭建回测框架,bullet,backtest,"能与人工标注的""应该推送的事件""对比，计算准确率",pending,,not_started,,007563fa53497ee0
claude_8292f59937b02c1a,results\v11_claude_external_reference_upgrade_plan_continuation.md,next_consultation,462,11.1 量化研究负责人的反对意见,numbered,unknown,"**""事件驱动策略的 Alpha 早就被套利掉了""**",pending,,not_started,,8292f59937b02c1a
